Handle,geometry,divide and conquer,interactive,bitmasks,string suffix structures,dp,hashing,brute force,binary search,number theory,graphs,dfs and similar,combinatorics,expression parsing,fft,schedules,trees,implementation,2-sat,chinese remainder theorem,matrices,strings,meet-in-the-middle,shortest paths,ternary search,*special,sortings,probabilities,data structures,graph matchings,games,flows,greedy,constructive algorithms,dsu,math,two pointers
JustinXu,8900,3100,1800,34700,3000,92300,11300,112700,54300,48600,42900,36700,25000,0,0,0,11700,150500,3400,0,1700,50000,0,11600,4100,5000,79200,800,58100,1900,10000,800,225900,136000,10500,208900,37200
roshan_mehta,19200,46900,36400,113300,11800,448800,35500,333100,214800,142900,183900,181400,91500,3000,2000,3700,115400,399600,5400,2000,3100,112800,2800,57400,14400,3600,235600,20800,292900,9800,44300,15200,654800,382300,51700,534900,152700
albertolg101,25700,13100,24400,63500,8600,237900,22500,203500,111300,95900,105200,92100,68700,0,2000,0,64900,269000,7700,5200,6200,65400,0,33600,5200,4100,145000,7200,153900,5700,21800,9600,409500,284400,19000,348000,83400
rsdel1999,22500,9000,10600,30800,1700,170600,11300,208600,101600,131600,76800,83000,46800,0,0,0,37000,355000,3400,1000,1500,91600,4200,18000,7200,2800,141600,6500,88000,3200,19900,1800,375900,172800,31500,391800,60400
Wolf.,41000,67200,49400,182200,56200,805500,88100,494100,390300,174600,314300,364000,225300,1400,12100,5800,277700,974400,7800,4600,47800,332400,23900,94800,16500,5800,345800,83700,655700,25700,42600,33000,917000,419500,116000,787300,219600
_dipu,28200,71800,25600,103700,68600,499100,88100,413700,252900,182800,392200,394600,103100,0,0,2000,324200,546800,7300,1000,0,244100,11400,89700,22400,19600,251000,32600,570500,9600,24100,16700,689300,325200,126700,551100,164000
Pecco,41500,39000,39200,79100,17900,306600,18200,212100,128000,139400,148700,106100,57200,0,11400,4000,87800,284400,14700,2000,5200,77700,0,40800,12400,4000,186300,10700,216000,14500,28300,14600,418000,274000,26600,399900,105000
QuantumCaffeine,0,0,1600,0,0,5500,1200,9200,5700,1700,1400,1700,3000,0,0,0,0,5400,1900,0,0,800,0,0,0,0,5100,0,1200,0,0,0,8400,7500,1700,14500,1800
bluespex,13400,18400,14900,56600,4700,273100,15500,223700,157100,109600,86100,69900,63700,1600,2000,1700,43900,360400,5400,2000,6800,100000,1500,28600,13200,0,198100,9000,170100,4700,23000,7200,529600,252300,28800,441500,110500
tarush0605,22000,6200,22000,49700,5500,157500,19400,181800,110000,84100,63700,51100,53300,0,0,0,25200,248600,3400,0,3800,62400,0,15900,8400,3900,131100,9300,109900,2100,26500,1600,357800,207200,22900,324700,75200
coder_monkey,9000,6600,11200,28300,0,112900,3500,102600,69700,57200,37100,19700,43600,0,2000,1700,17500,147000,5400,2000,1600,47100,0,15600,5300,1000,99200,0,60200,4500,16200,5400,251400,135600,11900,252300,38600
BrehamPie,37400,61100,24800,96800,44400,352700,57400,437900,204300,194200,217100,213700,91400,3900,4300,0,183400,821100,14800,10600,6000,229100,7300,56300,10500,19100,273300,15500,367300,8400,33800,10200,719100,382500,90600,747200,140800
vaibhav.tyagi.phe17,800,0,0,1200,0,19200,0,11600,11400,2100,6900,8400,6900,0,0,0,2000,10900,1900,0,0,0,0,3900,0,0,19300,0,6500,2100,0,0,32300,13000,1700,28400,4800
wmxwmx,14900,11900,12700,44900,9500,96900,15000,118700,68800,51800,64700,45800,46600,0,17200,0,29600,130200,1900,1000,2600,52700,0,11500,4000,3000,82000,3600,85300,6000,4000,7600,217600,141500,12900,194400,38700
sg121,24000,7800,13900,44300,9400,190000,18600,144500,81300,67400,65900,53800,52800,1700,0,2000,48100,182400,1500,0,7400,49500,1400,27900,21900,2800,91200,9500,141000,6300,15200,20100,233300,127900,40400,224800,63200
Akiyama_Mio,7600,12400,10100,23200,0,97300,4800,99800,43300,56000,35000,21500,24000,0,1900,0,16000,120400,1900,2200,10900,20900,0,1700,1900,0,60900,20500,54700,0,7600,4900,164200,77000,13500,174800,16700
_LHH,3600,8600,1300,17700,1500,108300,17700,78300,16900,23200,51400,52100,11700,0,0,0,60400,104600,4900,0,2600,25700,0,6200,0,3200,54900,4200,45100,3300,9500,1800,157400,64100,10800,108800,20100
vrcoder045,17700,1200,9500,23400,6200,75200,16500,91900,46600,34900,98300,51200,24300,0,0,0,26900,96000,1900,0,0,28300,0,52500,1800,1500,54200,3600,52100,1800,19800,1800,165500,99200,11600,128400,21600
cf_not_found,9400,6400,9800,21500,3300,80600,4500,91300,60500,46000,37900,26700,21800,0,0,0,15000,92700,3400,0,1600,31300,0,18400,3300,900,66300,0,75200,0,5800,3800,172900,96400,1500,152900,39900
TheLovelyLion,78500,53400,54000,151500,17600,771600,46600,463600,410700,222900,373800,394500,188300,3500,3900,3700,261000,568600,9800,2000,25600,188000,20900,112300,30200,6900,361500,64800,547800,4100,50900,17000,859400,459700,129200,706400,198500
blin00,14000,7800,21700,20400,1600,123200,18500,85100,57700,73200,60900,39200,31200,0,0,0,35100,83400,1900,2200,8500,15200,0,19200,2200,1000,59200,2300,81600,1800,8400,6200,138700,94900,18400,155500,36300
7KIRA1999,39800,33000,33900,140600,14500,615000,51200,461900,321000,243100,293000,273300,133200,1600,0,0,186300,713300,3400,2800,9000,199900,18200,86400,16200,12300,365500,18200,403300,7700,39500,12000,995100,493800,102500,765900,192200
19yjy,14300,12700,16500,52700,0,160800,7700,148100,64300,90000,119300,79300,50900,0,2300,0,58500,191700,10400,3300,4000,44700,2100,25100,3200,6000,113700,9600,98100,10300,32200,15800,297700,184900,36100,297500,45000
bi11a1,85200,53600,80100,172800,13100,552400,66500,542200,341100,210000,288100,258700,134900,4100,13500,1700,156700,915200,9800,1800,13200,255300,8100,79500,32000,21900,358300,39700,485100,17200,63000,16300,949300,597400,77200,814000,205400
palsoumyadeep,15700,29800,26100,74900,1500,425400,12600,337400,284100,150500,127500,112300,71300,0,2000,1700,59400,521000,5000,2000,1600,139000,4700,37200,24200,0,310700,2300,305300,9500,22500,15700,804700,336700,47800,586100,183400
Arimas,43200,51600,14200,102000,13500,445100,36000,415300,221100,162100,190400,166000,73500,0,4300,4000,98500,560600,5400,3000,1700,149200,2900,51100,10800,7200,315000,6000,384700,13300,21000,8500,775500,388700,67800,609400,154500
coolreshab,17200,27100,27400,72700,6900,362800,31200,313700,186800,150700,133300,91700,90000,1600,2400,0,78900,434000,5300,2200,8400,104300,7800,40000,9900,2000,213400,15500,257800,7500,32500,14400,545900,294000,45600,479500,116800
31ballons,13900,8300,20700,33700,3800,108400,13600,114600,61200,52800,54200,28000,34100,0,0,0,22100,128200,1900,0,1600,31700,0,14400,5200,900,86700,3100,76700,8300,13900,5600,240200,154800,14800,201900,42100
Not-Afraid,57900,55400,17300,243000,29000,729000,80400,652700,386400,350000,300400,312800,165400,8600,2000,6000,187200,1064200,9500,3000,5300,328400,39600,92100,9600,8300,486900,2900,612600,8700,37200,8800,1021600,460700,100600,963200,241400
mac,27600,44600,6600,48500,15300,266100,17700,190500,139900,115500,131500,128000,87900,1600,7100,2000,63000,320300,4100,0,8700,100800,1400,31900,7900,2100,172800,10200,167500,3000,16500,8900,407600,193900,44600,373400,69100
KokiYmgch,35600,29600,41300,70200,8200,276400,30200,272600,160200,124400,178500,140600,85600,0,2000,0,101300,394400,7700,2000,12100,94000,2900,51900,20400,15800,198200,9700,212100,13400,31400,18600,590600,418200,44200,489100,102100
tsh,5100,15200,1600,26500,0,61400,1400,70800,50000,21200,35400,42800,17400,0,0,0,32000,92100,3400,0,0,28200,0,3500,1100,0,45400,1500,70700,0,5500,0,128300,58200,11300,114400,20600
pavelthebest,800,3400,6700,16400,0,70800,0,50600,18900,18300,2500,5600,8300,0,2000,0,6300,74200,3900,2000,0,13300,0,3400,1100,2100,27800,0,46900,1200,5600,2000,97700,44300,1900,88700,19200
infint,21400,37400,21500,57900,29700,215700,51600,215600,129500,92400,179800,115100,71300,0,2600,0,100600,263900,1900,2600,2100,100600,6200,38800,5100,4000,128500,28400,207200,32900,15700,34000,426000,243200,68000,357000,83700
nlp12,1700,0,0,1900,0,10800,0,14300,5600,6800,3800,3300,6000,0,0,0,1600,8700,1900,0,0,1200,0,2400,0,0,4200,0,7300,0,2300,0,12600,6000,0,25100,4300
VivekRamnani,8200,5600,4600,17300,3300,90400,5000,108900,64600,47400,41400,33000,19200,1600,0,0,25200,189600,3400,1000,0,40500,0,18500,0,3000,60500,1500,75500,800,7900,1600,231700,111700,12400,185200,32900
cjoa,109400,67000,75000,161400,61600,750900,96000,584700,388300,270800,324000,317200,179500,20900,4400,3700,232400,924800,7300,2000,20200,273600,9600,122500,37800,64200,391800,48700,607600,10200,62400,21800,1016200,537100,89100,881300,232700
SoulAdor,28800,23700,24600,69600,3300,248100,13600,275600,196800,121900,127100,123000,78600,1600,2000,0,70900,445500,3900,2000,4200,124100,3900,27000,15100,11900,231500,4200,195400,5200,31100,11100,607300,338900,35300,524600,104600
surgutti,25800,11800,9500,44700,7200,164700,13600,143100,63400,61500,63300,55300,34500,0,0,0,55700,135100,5900,0,3800,44000,3500,11300,6100,900,86600,2300,133400,5200,12500,1800,253000,133800,28800,215700,42500
MHLGLSBMSBRKDRASAGLABM,0,1200,4800,4100,0,14700,4700,20700,8400,16600,5300,1200,6800,0,0,0,0,14600,1900,0,1600,4300,0,0,0,0,14900,0,9800,0,800,1600,35400,24200,2000,41100,3500
Electron,23400,44300,35800,115500,14800,487100,30400,320300,222100,137500,208500,207300,95600,0,2200,0,155400,434200,7700,1000,11200,132000,3600,43900,17200,0,273500,13200,326400,4700,31300,7600,711200,377100,69100,571200,145800
no_one_knows_this,1700,1200,0,0,0,5500,0,8100,5800,2800,1400,1200,3000,0,0,0,0,9100,1900,0,0,1000,0,0,0,0,6800,0,7900,0,0,0,9500,5800,0,16400,1800
fried-chicken,15700,11800,21900,54900,6300,147800,16800,160200,100400,81900,83100,77400,61300,1600,2600,0,38500,234500,3400,1000,15300,76700,1400,21900,4000,10800,127700,5700,117300,7300,12600,3200,368300,201200,24800,348300,55900
alamkhan,21700,30900,21400,64200,21200,291800,38400,331100,168500,143600,90400,80200,64800,0,2000,0,62800,556200,3500,3000,11300,169100,10200,32100,11200,7700,242200,6900,201500,11300,24900,12000,607000,342500,30900,600500,105100
Sofapuden,41800,34300,42600,72300,5500,293200,14300,279800,145600,139600,128000,119700,71900,800,9300,0,87000,550900,3900,6600,8600,118100,5400,36500,18400,51200,191800,22300,178900,10900,39700,8000,553600,351900,31500,583900,90500
dhiraj-01,17900,27600,20400,100100,19300,323200,36000,347300,217100,159200,138600,159800,60500,4600,2000,1700,84100,565100,5400,3000,6900,172900,8200,33500,16100,11200,224100,7000,282500,6600,25700,11100,682000,328000,60500,598100,151400
hardikkapoor,38500,35600,54700,122300,13200,447200,44400,371700,251700,173300,221000,175000,108400,0,2000,0,117600,482300,5400,5200,9200,139900,5000,70100,19400,3000,279700,35100,308900,7600,36300,18000,775500,455100,50200,642200,152300
guguli,26300,14900,5700,51600,0,253900,18700,187900,123900,72000,157500,143900,73500,1800,2000,1700,87600,297200,9500,2000,5100,60000,4200,60200,5100,15000,141800,18700,153900,6900,31000,5900,321800,196300,37400,285000,73300
MOUF_MAHMALAT,5900,10000,8000,35500,0,175600,4800,124100,70600,75100,50900,60100,24800,0,2000,2000,44400,209100,3900,2000,3300,45000,3700,19400,3000,5500,105200,800,115700,7700,23000,10000,261200,121000,21300,215600,56500
ayush_gupta,18900,15900,25700,61100,6600,288100,25200,243600,158300,104500,96600,116200,71600,1600,0,0,71500,362300,3400,0,3600,94000,1800,31300,8900,4400,173200,5300,143300,4000,35400,0,516000,267000,28100,430100,92500
HungTeen,18400,8700,18000,46400,3300,193600,8500,180400,128900,75500,85300,71500,49300,0,2000,1700,49100,277100,3900,4200,0,66200,2900,31700,16000,0,177000,6700,160100,5000,22000,5400,427000,231100,20300,346300,79700
222IQ,58700,70200,63100,134700,18200,556800,59900,318000,268600,168100,252400,241600,172700,1600,24000,0,216200,422100,7200,9300,29300,142100,12200,70900,13900,7900,223300,46600,403000,9300,37300,12100,625200,380300,79500,540600,121800
anubhavp,9200,12800,16700,60700,3800,190300,6900,171500,92600,86400,64000,67100,38100,1600,8700,2000,43200,194700,6200,2000,6100,62700,1400,17000,5000,2000,118300,4800,122300,5000,15300,5400,292700,211200,19900,272600,61400
zzugzx,20300,25100,15100,58400,4700,261000,11200,170400,129900,78700,102300,88800,65100,0,2000,1700,66600,227900,6200,3000,2100,67600,2900,34100,9400,6000,153800,11800,192800,2900,18800,8000,421800,237000,29600,321200,106200
Fyind,18400,22400,26400,67700,0,226100,13000,178400,131500,74200,121600,87800,64000,0,4500,0,63500,231200,5400,2000,5900,55000,0,39900,15200,0,175000,12000,165500,5800,31800,13900,392500,270600,25800,320500,90900
Kiri8128,21400,30000,43700,54700,0,198500,32500,196700,141900,98200,119100,104600,72200,1600,4200,0,59400,237300,4500,2200,10700,63200,0,41700,12900,0,171600,25600,126000,0,24800,2900,352500,233100,26400,362600,64100
kaons,1600,4600,4000,36500,3800,55400,5300,71700,26600,76000,39400,15900,39900,0,2000,0,8600,103400,5400,2000,0,23200,0,1700,26600,7100,30600,1800,38100,1700,12500,2000,173700,88300,1700,155000,34800
dimi999,16400,13700,13900,32600,0,111500,7400,96800,68200,38200,50700,50800,19300,0,0,0,41600,166100,1900,0,0,35800,3500,11300,1400,0,78800,1500,81900,4000,15600,5300,230400,126500,19500,190400,53900
krishnangopal,22900,12000,8500,43000,4500,200200,18000,155600,90700,86900,131400,86200,51900,0,2000,0,46400,205900,5400,2000,1600,49300,0,43600,11900,1700,112900,10100,113000,5300,13400,10800,327500,208200,22500,303900,62400
Abhijeet8901,24900,8600,8800,38400,8700,211500,13200,177600,109900,124800,102800,102000,49100,0,3100,0,39000,261900,3400,1000,3000,71000,3700,29600,6700,3100,123600,4200,126300,1100,17900,1600,385300,220500,32900,391600,91500
chenkkk,8400,1800,3500,18000,1600,56800,3500,79000,42900,29900,44300,19800,21400,0,0,0,14000,149500,1900,0,3500,36900,3500,10300,3200,0,47800,2200,43400,1900,8000,2100,146900,70600,7800,125600,21000
sasha4,27900,8600,15500,54900,1800,202900,21200,218700,118500,103500,97800,78200,60900,1900,0,0,44900,463300,3400,0,4800,93800,2100,23900,8000,2300,180600,4600,138800,5900,22300,3600,472200,256800,28600,425300,85200
narangkay,22100,18900,41000,61800,2500,226400,19000,224100,133000,102000,93000,82100,82000,3300,6700,1700,50400,302200,5400,2000,7500,77200,3000,34000,9700,0,159100,12100,183200,5600,26600,12000,447800,272200,26600,399600,76500
PR_0202,26500,36700,41200,83200,10700,349700,33800,295700,208500,162000,133900,98600,76300,0,6500,1700,68400,405500,5400,4200,7300,111900,2100,47600,16700,12300,216600,13700,217200,11700,32500,13500,585600,345000,28900,519600,95000
SF-Manman,93800,41400,36200,153300,21800,599000,54500,775300,394100,332800,265100,265900,159500,6200,4500,4100,148400,1625900,6900,3000,13000,334100,10800,66800,21000,38700,522600,17200,449800,9600,68500,11100,1361700,697300,109700,1290200,252600
Ausmosian,33400,43700,39300,74800,12700,451100,36800,381000,274500,211100,208300,223900,122100,4700,2000,7700,155900,637400,3900,3000,19000,190700,11000,60600,6700,4700,306600,16500,387000,5400,37100,11100,646700,318300,60300,612100,168900
karma_api,32900,19800,28700,92400,12400,408500,46700,366100,250500,194400,178400,153800,125300,4700,1900,2000,92300,484100,3400,2200,14800,156700,4200,56000,32500,7000,255000,16100,250000,5900,40600,9900,719800,422800,41900,646400,167400
clyring,15600,40900,41900,95400,31100,278100,29100,223100,137600,98600,140900,144800,82700,0,5200,0,85600,201300,6100,0,5000,72200,0,33400,12200,42300,150900,9700,211200,11200,21400,8700,357000,252600,44400,291700,88400
aniks2645,58200,103000,47800,243000,77800,927400,100100,553700,503700,334800,344800,362600,190200,7300,6100,3700,337500,874200,4400,3800,20900,322400,23800,97100,31100,11400,430900,31900,849700,12100,47300,22000,1087400,475300,135200,915800,264800
MinumCoklatPanas,33500,22200,20100,43600,5300,279700,21700,312300,185400,132600,142400,144500,75900,3400,0,0,100300,615600,0,1000,4700,154600,5900,45600,4000,4000,228800,2500,250500,7400,16900,11000,531700,230800,48900,486200,119400
koper,24600,19300,43200,95900,3700,291700,23300,304400,200200,124600,122700,99500,81000,0,2000,0,64600,372700,5400,4200,9700,108100,0,27900,17000,55100,214200,12700,207000,7600,31000,11400,608300,389400,38100,523900,124700
tskhada,24100,6500,3100,23800,7100,141500,19000,228600,60800,78100,62300,57100,37300,2500,2000,0,24000,618400,3900,2000,6400,102300,3200,13100,3100,12800,127100,7900,60200,2800,12200,3600,302100,182400,22700,335200,37100
bansalraghav_19,19800,29700,27400,90300,15600,285700,15100,238200,152000,94300,124400,113800,75100,0,2000,1700,89300,325400,3500,2000,2100,107700,2900,40800,20100,5800,202200,4400,184400,6500,26800,14400,524900,297900,30600,439600,117400
EvenX_v2,13000,0,0,8800,0,57000,2600,117000,36100,20500,15200,14600,17100,1500,0,0,3300,250000,1900,0,0,42400,0,5300,1400,0,61600,2900,23700,800,7100,0,141600,58000,3200,119400,22000
tyagsa,41900,14000,22600,98800,5300,347200,35400,258400,202700,143400,190600,178700,93000,3300,0,2000,125400,327000,3800,1800,14700,89700,8900,61200,18000,9000,190300,27700,226200,5800,28500,8400,511700,288000,51100,446900,123900
scol,19900,15900,10500,47500,0,210300,21600,191800,114200,90500,102300,82400,48100,0,4000,1700,45200,231400,7400,6200,1700,60600,0,30500,17300,5000,152300,2300,135800,5000,28000,14200,365800,253100,17300,331000,98200
I_Am_Justice,35500,19700,12900,71300,7000,254400,18900,285200,166600,115600,117300,77600,82000,800,1900,0,56200,480700,1900,0,3200,128300,2800,28600,14100,5100,202500,7700,168800,4800,24300,7100,606400,324200,26800,567600,86400
Edgedancer,40800,39700,34200,102500,14000,449500,40700,395500,277500,191600,223100,211700,113000,1700,6700,2000,123100,632100,3900,4800,8600,157300,1900,66300,7000,4500,290700,24400,304600,10800,44300,22900,745300,449200,65300,663000,154600
Sizzlk,33900,46000,24500,147700,16600,771400,36000,464400,298700,270300,319200,319700,210600,3400,4300,1700,204300,597900,5400,3800,16900,165500,22000,87000,21000,3200,317800,39000,431400,5000,51100,10900,881500,461000,99200,918500,182200
Abdelrahman_Etman,105500,51700,21600,114000,15500,514000,65500,428200,284200,230100,228400,211900,129100,4900,16000,0,153900,716700,1900,2300,26300,201300,5000,69400,22300,11100,354300,33300,339200,13600,42800,13300,816200,405700,66100,701800,165600
dash_______,7800,10800,24100,36700,3300,167900,17000,155600,103200,68100,69300,54700,42500,0,2000,0,42400,164100,5400,2000,1600,48600,0,23100,3100,0,92400,3500,104600,4700,25100,10800,306200,190300,6600,269700,61400
astroash,7100,9200,18500,19700,1500,94100,6200,94400,68500,57900,25900,31700,11900,0,0,0,17400,128300,3400,0,0,38100,0,7700,1400,900,76800,800,95100,4500,16000,2600,185000,112000,7200,162900,40900
0wuming0,13700,23000,48600,82800,12900,268300,33900,231200,150700,130200,128300,108700,66700,0,5300,0,67100,303200,1900,7500,6100,89800,9800,33700,8000,1900,128100,30500,170500,10800,32800,9500,413600,271400,24200,401100,80600
keta_tsimakuridze,56900,144900,64400,274500,59500,981400,99100,529200,480400,234400,506500,496800,223700,0,28900,3700,429600,680500,19700,9000,21700,282300,23300,156300,27000,31800,438700,52600,970900,24100,39100,25200,989100,497600,212700,740400,318400
PikaZhu_,3700,4800,9900,17300,0,70800,3100,57600,16800,39600,30400,17700,17300,0,0,0,16300,68900,1900,0,1600,14900,0,10400,0,7900,26400,0,48600,2200,7500,1600,106100,70500,9700,82700,13000
vikramaditya8,11700,8200,8500,42300,3100,237900,16300,253500,152800,132800,65700,54300,41500,0,0,0,27100,397800,1900,0,1500,85000,1400,20700,12400,3100,162100,6300,118700,6100,17900,4900,442400,230900,13800,433300,90600
Hakuna_Matatata,0,0,0,0,0,24000,2100,28700,9200,11900,8800,2100,3000,0,0,0,0,15200,1900,0,0,3900,0,0,0,0,12600,0,14500,0,3300,0,26800,10800,0,22900,13200
fixikmila1,2800,4000,0,21800,0,54100,8700,51700,20300,30900,20400,12100,9500,0,0,0,7400,35500,1900,0,0,16000,0,3700,0,0,32400,1500,25900,1800,4600,1800,78200,53400,3400,83300,12400
notFastButFurious,7000,4500,3900,26900,8100,132200,25500,108100,57400,60100,61100,53900,21700,0,0,0,19100,119800,1900,0,1600,61300,0,7300,6200,0,72000,4000,66300,0,3100,0,162200,66200,29400,156100,54100
aberent,47400,12100,49500,83400,9700,246900,26700,256700,174100,114700,138400,110300,81700,3200,2600,0,80100,402100,5700,2600,9900,104300,5300,41300,13900,30700,195800,9100,213500,6200,43700,13100,607000,388900,38100,516600,89700
sharath101,53400,52700,52500,140200,13200,620600,54300,443800,346600,219000,256800,227700,174100,3400,6800,1700,150500,614600,14200,11200,18300,180800,5600,82800,33300,11300,384100,31300,439300,20000,43100,33400,1007900,547200,62500,789000,199800
ryu19,0,0,0,0,0,4900,0,7200,4100,1800,3100,1700,3000,0,0,0,1700,4100,1900,0,0,800,0,0,0,0,6800,0,0,0,800,0,14200,7600,0,12600,1800
ashu12_chi,18900,21300,14300,55100,7000,386000,17100,223300,151800,108700,153500,141300,61900,0,0,2000,88800,358300,1900,2800,6100,116900,5100,55500,9200,5000,175800,7400,170000,3100,32400,4900,498400,242100,54300,438500,112200
Crescendo,34900,33200,12900,71900,9000,242200,31300,245800,109900,106600,79200,43200,61800,0,2000,0,28500,280800,5400,2000,6000,81300,1500,14200,3100,18000,151600,8100,181400,6500,16700,24100,446200,264800,33500,411900,97700
teri-keh-ke-lunga,29800,52500,30400,125500,7100,723200,44000,434600,293200,241500,213500,192100,171100,5600,2000,3700,155500,694600,3500,2000,16200,201300,1500,65300,14800,20500,347200,20300,400100,18000,59900,24100,912200,401000,51200,802900,169500
alecs_,6100,4800,9600,23000,2400,57600,4000,73100,38700,28700,22100,7500,20500,0,0,0,6800,67400,0,0,1700,20000,0,5000,1700,2300,38100,5400,36100,0,8500,0,116900,65400,3000,126400,20900
melomaniac,1700,0,0,3200,0,17600,0,11400,5300,2100,4600,2100,3000,0,0,0,0,5600,1900,0,0,800,0,2100,0,0,11900,0,2900,2100,1200,0,15700,6000,0,19600,5300
vishisht_2,27100,8600,24400,51500,9200,204600,20900,211900,124800,105300,115600,93200,58600,0,0,2000,59300,314600,3400,1000,1600,84500,1500,53300,5300,9700,157300,6300,145400,2700,17800,8700,397200,226500,24400,402000,71500
amrit231999,13000,1200,5200,19700,0,91200,2700,140000,86200,64300,34200,33500,20800,0,0,1200,29600,247400,5300,0,1300,42900,1300,9400,3100,1900,110400,5500,79900,3700,22400,2600,259400,136000,8900,267800,45700
Anumish,6600,7700,6600,23000,3800,132300,13600,129300,98400,57300,61100,30200,26700,0,0,0,13300,147400,1900,0,6600,35500,0,30000,11100,33000,76900,3200,96300,3600,7500,16400,255200,106600,14500,177400,44300
zanj0,47300,48700,33000,122400,18700,600300,47800,365700,317600,185400,259800,255700,110200,3400,6500,0,202000,428900,11300,7400,21800,168800,10000,86800,27000,1100,284300,13100,471900,16200,44500,17900,712700,425400,90200,567600,183600
Apfeloxid,21200,15300,26900,52400,2400,232900,19300,238300,147100,134000,100400,81700,67900,800,2000,3700,64200,342800,5400,5200,3200,76400,1900,31900,11600,31100,162300,15100,162300,4700,28200,7800,418700,280900,26600,412300,94800
Black__hole,5200,2400,3900,15300,0,53600,0,52600,22700,13900,20700,21700,10100,0,0,0,21800,62500,0,0,0,16300,0,3600,0,1300,33400,3900,28000,0,6500,0,89000,74500,10600,77100,23100
TMHazem,15700,3700,9600,37400,0,165400,3400,165700,105500,81300,62700,39500,42800,0,0,0,29700,264300,0,0,1600,60100,2900,25200,2500,5500,129400,1500,124900,4800,12000,4000,296700,118200,8900,260800,58400
noticeMeSempai,6100,6100,0,24400,3900,84600,7000,57200,54600,35300,31800,26800,27600,0,0,0,16800,121500,0,0,0,30900,0,9800,4200,0,57900,4400,51200,0,1700,3800,175900,69100,8900,135700,26900
professor-flux,20100,27700,17800,59000,8600,253700,46100,168400,108500,89400,124100,101000,63300,0,4300,0,74200,180700,3400,4400,1000,84500,0,51800,7800,0,138800,17200,181400,5700,20200,9300,321500,192300,26900,284800,79000
huangxiaodick,5000,3600,3500,5500,1600,16500,3300,20100,23100,11700,9100,7900,10900,0,0,0,2400,17500,1900,0,0,3200,0,1500,0,0,21800,800,16800,0,0,0,34100,19300,1800,34100,7300
paras,29500,12800,10000,32100,5000,197900,25900,146800,90200,57200,86500,74900,57100,6700,2000,2000,39100,219000,3900,2000,7800,70300,3800,29000,11900,4500,101200,14700,111500,5700,16000,11200,243500,143800,17500,226900,45000
Dakto,5300,5700,2700,15600,0,58300,4100,55700,35300,22100,16200,12800,15900,0,0,0,10100,39500,1900,0,1700,8000,0,9400,1300,4900,39600,0,32700,1800,1700,4000,88600,51400,7000,74900,19100
fxhd,27300,46100,57100,117700,19000,358900,41000,266700,172300,126400,160500,118700,118200,0,22100,1700,96100,272100,8100,6800,8100,92600,7300,47700,10500,2300,177100,29700,253200,12400,25600,18800,490800,329300,57400,476000,114000
vip_in_hunt_for_code,5300,7800,1300,42600,0,188100,9700,160800,81300,122700,27500,30700,52100,0,0,0,28500,220300,3400,0,3300,59700,0,9700,0,900,126300,4000,88000,2900,17100,1800,305400,158800,10700,326200,78000
wsnbb,3300,2700,0,14000,0,51100,3500,59600,19000,31100,13800,17100,11300,0,0,0,18100,64400,0,0,1600,22400,0,3100,0,0,34600,800,44100,1100,5000,1600,111000,56800,7200,107200,15400
NelsonGomesNeto,25400,58800,38800,110100,11900,608600,47200,393800,312700,152300,236500,240900,93700,0,2700,6000,213700,552200,1900,1000,6200,127700,8700,78900,28000,2300,260400,19300,419200,9300,33600,22700,680600,313800,80700,514500,169600
MO_Salah99,22900,21800,6100,94600,7500,372600,15600,362800,177300,176800,145400,151000,89400,1100,0,1200,76200,606300,3400,1000,4800,165500,13000,44500,10600,10600,261700,3400,231400,4900,28800,5700,726200,303700,44100,621400,109400
soham1001,3200,0,0,1900,0,28900,0,40200,16800,20400,11400,6800,12100,0,0,0,0,54900,1900,0,0,11300,0,0,2700,3000,33400,0,9800,0,1900,0,78500,44800,1700,95200,7700
zhanxufeng,3200,8800,8000,23800,2100,38800,2700,49700,31500,22800,24600,11000,11200,0,0,0,9000,49000,3800,0,0,17400,2100,3400,0,0,31000,2700,32100,0,800,3400,80300,54700,6000,70600,11500
Saitama762,20900,20900,22200,86500,12900,310200,25700,226400,140200,112600,139700,132700,75800,0,0,0,92000,279500,3400,1000,7600,102500,1500,32200,13100,2000,167500,11300,177100,6100,25600,4200,489300,265000,46600,448100,100500
lifehappiness,14600,35600,16100,59400,36400,189000,28800,109400,91000,111100,84600,94200,62700,0,8100,0,140100,132600,1500,0,1700,84700,5200,9000,5200,0,115600,8800,275400,3000,9900,5200,265000,135100,35900,267100,58400
bipinpathak,44600,37300,38600,102900,3100,374600,27300,328100,223900,152800,142400,137400,107100,0,2000,1700,102700,435100,7500,3000,11700,123800,1400,41600,14700,2900,216200,13000,307400,6500,35400,19700,705000,399400,48200,571400,142300
HAUT_Xjl,8400,5300,0,27400,2100,123500,1400,91700,60000,55200,50400,35500,14300,0,4200,0,23500,97100,5400,2000,0,27200,0,9400,2400,0,67200,3400,83600,5400,11800,9800,193200,129300,9000,146400,40900
TainelDreik,2500,2700,3300,5200,0,14000,2400,53800,22400,12700,48100,23400,5100,0,0,0,3000,81400,1900,0,0,19200,0,22800,0,1000,21100,800,20100,0,6100,0,79800,48400,1900,73500,9800
